Virus name	Accession ID	Collection date	Location	travel	excluded	followed up	baseline surveillance
hCoV-19/Lithuania/MB24624/2021	EPI_ISL_2095983	2021-04-02	Europe / Lithuania / Utenos apskritis				
hCoV-19/Lithuania/MB24896/2021	EPI_ISL_2095984	2021-04-03	Europe / Lithuania / Utenos apskritis				
hCoV-19/Lithuania/MB24905/2021	EPI_ISL_2095985	2021-04-03	Europe / Lithuania / Utenos apskritis				
hCoV-19/Lithuania/MB23560/2021	EPI_ISL_2095986	2021-03-29	Europe / Lithuania / Utenos apskritis				
hCoV-19/Lithuania/MB23567/2021	EPI_ISL_2095987	2021-03-29	Europe / Lithuania / Utenos apskritis				
hCoV-19/Lithuania/MB24459/2021	EPI_ISL_2095988	2021-03-31	Europe / Lithuania / Utenos apskritis				
hCoV-19/Lithuania/MB24570/2021	EPI_ISL_2095989	2021-04-01	Europe / Lithuania / Utenos apskritis				
hCoV-19/Lithuania/MB24890/2021	EPI_ISL_2095990	2021-04-03	Europe / Lithuania / Utenos apskritis				
hCoV-19/Belgium/UZA-UA-21050048/2021	EPI_ISL_2131284	2021-05-05	Europe / Belgium / Niel	Cameroon	1	TRUE	
hCoV-19/Switzerland/BS-UHB-42829083/2021	EPI_ISL_2102102	2021-05-04	Europe / Switzerland / Basel-Stadt				
hCoV-19/Switzerland/VD-CHUV-GEN4742/2021	EPI_ISL_2102132	2021-05-03	Europe / Switzerland / Vaud				
hCoV-19/Switzerland/VD-CHUV-GEN4749/2021	EPI_ISL_2102139	2021-05-09	Europe / Switzerland / Vaud				
hCoV-19/Switzerland/VD-CHUV-GEN4753/2021	EPI_ISL_2102142	2021-05-07	Europe / Switzerland / Vaud				
hCoV-19/Switzerland/VS-HUG-34029054/2021	EPI_ISL_2104500	2021-04-27	Europe / Switzerland / Valais				
hCoV-19/Switzerland/VS-HUG-34040357/2021	EPI_ISL_2104501	2021-04-28	Europe / Switzerland / Valais				
hCoV-19/Switzerland/VS-HUG-34063983/2021	EPI_ISL_2104631	2021-04-30	Europe / Switzerland / Valais				
hCoV-19/Germany/un-RKI-I-126040/2021	EPI_ISL_2110753	2021-04-12	Europe / Germany				
hCoV-19/Germany/NW-RKI-I-133030/2021	EPI_ISL_2115390	2021-04-28	Europe / Germany / North Rhine-Westphalia				
hCoV-19/England/MILK-1576498/2021	EPI_ISL_2117910	2021-05-09	Europe / United Kingdom / England				
hCoV-19/Germany/RP-RKI-I-135596/2021	EPI_ISL_2118288	2021-05-04	Europe / Germany / Rhineland-Palatinate				
hCoV-19/England/MILK-1567218/2021	EPI_ISL_2121107	2021-05-08	Europe / United Kingdom / England				
hCoV-19/Germany/NW-RKI-I-137945/2021	EPI_ISL_2122527	2021-05-03	Europe / Germany / North Rhine-Westphalia				
hCoV-19/Germany/MV-RKI-I-138362/2021	EPI_ISL_2123141	2021-04-12	Europe / Germany / Mecklenburg-Western Pomerania				
hCoV-19/Germany/MV-RKI-I-138401/2021	EPI_ISL_2123177	2021-04-26	Europe / Germany / Mecklenburg-Western Pomerania				
hCoV-19/Germany/un-RKI-I-139199/2021	EPI_ISL_2123767	2021-04-19	Europe / Germany				
hCoV-19/Germany/RP-RKI-I-140336/2021	EPI_ISL_2124462	2021-05-06	Europe / Germany / Rhineland-Palatinate				
hCoV-19/Germany/NW-RKI-I-145301/2021	EPI_ISL_2129571	2021-05-03	Europe / Germany / North Rhine-Westphalia				
hCoV-19/Belgium/UZA-UA-21050048/2021	EPI_ISL_2131284	2021-05-05	Europe / Belgium / Niel				
hCoV-19/DRC/15770/2021	EPI_ISL_2135847	2021	Africa / Democratic Republic of the Congo / Kinshasa				
hCoV-19/Lithuania/IBT-LSC-VU_r06_27/2021	EPI_ISL_2136815	2021-04-12	Europe / Lithuania / Vilniaus apskritis				
hCoV-19/Switzerland/VD-CHUV-GEN4429/2021	EPI_ISL_2137387	2021-04-23	Europe / Switzerland / Vaud				
hCoV-19/Switzerland/VD-CHUV-GEN4425/2021	EPI_ISL_2137390	2021-04-24	Europe / Switzerland / Vaud				
hCoV-19/Switzerland/VD-CHUV-GEN4428/2021	EPI_ISL_2137391	2021-04-23	Europe / Switzerland / Vaud				
hCoV-19/Switzerland/VD-CHUV-GEN4727/2021	EPI_ISL_2137400	2021-05-06	Europe / Switzerland / Vaud				
hCoV-19/Switzerland/VD-CHUV-GEN4729/2021	EPI_ISL_2137411	2021-05-06	Europe / Switzerland / Vaud				
hCoV-19/Lithuania/IBT-LSC-VU_r08_01/2021	EPI_ISL_2138821	2021-04-26	Europe / Lithuania / Vilniaus				
hCoV-19/Lithuania/IBT-LSC-VU_r08_02/2021	EPI_ISL_2138822	2021-04-26	Europe / Lithuania / Utenos				
hCoV-19/Lithuania/IBT-LSC-VU_r08_12/2021	EPI_ISL_2138832	2021-04-28	Europe / Lithuania / Utenos				
hCoV-19/Lithuania/IBT-LSC-VU_r08_28/2021	EPI_ISL_2138848	2021-04-29	Europe / Lithuania / Vilniaus				
hCoV-19/Lithuania/IBT-LSC-VU_r08_32/2021	EPI_ISL_2138852	2021-04-26	Europe / Lithuania / Utenos				
hCoV-19/Lithuania/IBT-LSC-VU_r08_34/2021	EPI_ISL_2138854	2021-04-27	Europe / Lithuania / Vilniaus				
hCoV-19/Lithuania/IBT-LSC-VU_r08_37/2021	EPI_ISL_2138857	2021-04-27	Europe / Lithuania / Vilniaus				
hCoV-19/Lithuania/IBT-LSC-VU_r08_42/2021	EPI_ISL_2138861	2021-04-28	Europe / Lithuania / Utenos				
hCoV-19/France/IDF-HMN-21052040446/2021	EPI_ISL_2152460	2021-04-26	Europe / France / Ile-de-France				
hCoV-19/France/GES-HMN-21042300153/2021	EPI_ISL_2152575	2021-04-27	Europe / France / Grand-Est				
hCoV-19/France/IDF-HMN-21052030676/2021	EPI_ISL_2152589	2021-05-03	Europe / France / Ile-de-France				
hCoV-19/Scotland/MILK-1576234/2021	EPI_ISL_2152803	2021-05-10	Europe / United Kingdom / Scotland				
hCoV-19/Scotland/MILK-156EA19/2021	EPI_ISL_2153043	2021-05-02	Europe / United Kingdom / Scotland				
hCoV-19/Switzerland/BE-IFIK-1164-2824/2021	EPI_ISL_2153441	2021-05-05	Europe / Switzerland / Bern				
hCoV-19/Canada/ABPHL-11864/2021	EPI_ISL_2169486	2021-04-04	North America / Canada / Alberta				
hCoV-19/Canada/ABPHL-12079/2021	EPI_ISL_2169676	2021-04-07	North America / Canada / Alberta				
hCoV-19/Philippines/PH-PGC-11583/2021	EPI_ISL_2171204	2021-03-09	Asia / Philippines / Central Visayas				
hCoV-19/USA/MN-CDC-IBX381785292539/2021	EPI_ISL_2187220	2021-04-30	North America / USA / Minnesota				
hCoV-19/France/IDF-IPP11485/2021	EPI_ISL_2188340	2021-04-30	Europe / France / Ile-de-France / Pontoise				
hCoV-19/France/CVL-IPP11598/2021	EPI_ISL_2188415	2021-04-30	Europe / France / Centre Val de Loire / Orleans				
hCoV-19/France/IDF-IPP11679/2021	EPI_ISL_2188468	2021-05-04	Europe / France / Ile-de-France / Paris				
hCoV-19/Philippines/PH-PGC-11588/2021	EPI_ISL_2188829	2021-03-09	Asia / Philippines / Central Visayas				
hCoV-19/Belgium/UGent-5664/2021	EPI_ISL_2191990	2021-04-17	Europe / Belgium / Ghent				
hCoV-19/Belgium/UGent-5688/2021	EPI_ISL_2192008	2021-04-19	Europe / Belgium / Ghent				
hCoV-19/Belgium/UGent-5690/2021	EPI_ISL_2192010	2021-04-19	Europe / Belgium / Ghent				
hCoV-19/Belgium/UGent-5708/2021	EPI_ISL_2192021	2021-04-12	Europe / Belgium / Ghent				
hCoV-19/Belgium/UGent-5728/2021	EPI_ISL_2192037	2021-04-19	Europe / Belgium / Ghent				
hCoV-19/Belgium/UGent-5861/2021	EPI_ISL_2192125	2021-04-20	Europe / Belgium / Ghent				
hCoV-19/France/PDL-CHUN-0050/2021	EPI_ISL_2193991	2021-03-29	Europe / France / Pays de la Loire / Loire Atlantique				
hCoV-19/France/PDL-CHUN-0066/2021	EPI_ISL_2194010	2021-04-14	Europe / France / Pays de la Loire / Loire Atlantique	Cameroon			
hCoV-19/France/PDL-CHUN-0075/2021	EPI_ISL_2194021	2021-04-09	Europe / France / Pays de la Loire / Loire Atlantique				
hCoV-19/France/PDL-CHUN-0081/2021	EPI_ISL_2194025	2021-04-12	Europe / France / Pays de la Loire / Loire Atlantique				
hCoV-19/France/PDL-CHUN-0083/2021	EPI_ISL_2194027	2021-04-13	Europe / France / Pays de la Loire / Loire Atlantique				
hCoV-19/France/PDL-CHUN-0084/2021	EPI_ISL_2194028	2021-04-13	Europe / France / Pays de la Loire / Loire Atlantique				
hCoV-19/Sweden/16621642P/2021	EPI_ISL_2210205	2021-04-16	Europe / Sweden / Gavleborg				
hCoV-19/Lithuania/IBT-LSC-VU_r09_33/2021	EPI_ISL_2226596	2021-05-03	Europe / Lithuania / Utenos				
hCoV-19/Lithuania/IBT-LSC-VU_r09_07/2021	EPI_ISL_2226603	2021-05-04	Europe / Lithuania / Utenos				
hCoV-19/Lithuania/IBT-LSC-VU_r09_37/2021	EPI_ISL_2226604	2021-05-04	Europe / Lithuania / Utenos				
hCoV-19/Lithuania/IBT-LSC-VU_r09_31/2021	EPI_ISL_2226632	2021-05-07	Europe / Lithuania / Utenos				
hCoV-19/Switzerland/NE-PMI-2114-4034/2021	EPI_ISL_2226704	2021-04-09	Europe / Switzerland / Neuchatel				
hCoV-19/Switzerland/NE-PMI-2114-4035/2021	EPI_ISL_2226705	2021-04-09	Europe / Switzerland / Neuchatel				
hCoV-19/Switzerland/NE-PMI-2116-1273/2021	EPI_ISL_2226720	2021-04-20	Europe / Switzerland / Neuchatel				
hCoV-19/Lithuania/MR-LUHS-8-43/2021	EPI_ISL_2227185	2021-05-03	Europe / Lithuania / Panevezio apskritis				
hCoV-19/France/GES-HMN-21052140365/2021	EPI_ISL_2228812	2021-05-09	Europe / France / Grand-Est				
